make,model,generation,year_from,year_to,series,trim,body_type,load_height_mm,number_of_seats,length_mm,width_mm,height_mm,wheelbase_mm,front_track_mm,rear_track_mm,curb_weight_kg,wheel_size_r14,ground_clearance_mm,trailer_load_with_brakes_kg,payload_kg,back_track_width_mm,front_track_width_mm,clearance_mm,full_weight_kg,front_rear_axle_load_kg,max_trunk_capacity_l,cargo_compartment_length_width_height_mm,cargo_volume_m3,minimum_trunk_capacity_l,maximum_torque_n_m,injection_type,overhead_camshaft,cylinder_layout,number_of_cylinders,compression_ratio,engine_type,valves_per_cylinder,boost_type,cylinder_bore_mm,stroke_cycle_mm,engine_placement,cylinder_bore_and_stroke_cycle_mm,turnover_of_maximum_torque_rpm,max_power_kw,presence_of_intercooler,capacity_cm3,engine_hp,engine_hp_rpm,drive_wheels,bore_stroke_ratio,number_of_gears,turning_circle_m,transmission,mixed_fuel_consumption_per_100_km_l,range_km,emission_standards,fuel_tank_capacity_l,acceleration_0_100_km/h_s,max_speed_km_per_h,city_fuel_per_100km_l,CO2_emissions_g/km,fuel_grade,highway_fuel_per_100km_l,back_suspension,rear_brakes,front_brakes,front_suspension,steering_type,car_class,country_of_origin,number_of_doors,safety_assessment,rating_name,battery_capacity_KW_per_h,electric_range_km,charging_time_h
Nissan,Nissan NP300 Navara King Cab,fuel engine,2016,2016,,,"2-doors, pick-up",,,5225 mm,1850 mm,1790 mm,,,,1929 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"85,0 x 101,3 mm",,120,,,,,front+rear,"85,0 x 101,3 mm",,,6 speed manual transmission,n.b.,,169 g/km,,"12,1 s",172 km/h,"7,0 l/100km",169 g/km,,"6,4 l/100km",leaf springs,,,torsion bar,,,,2-doors,,,,,
Nissan,Nissan NP300 Navara King Cab,fuel engine,2016,2016,,,"2-doors, pick-up",,,5225 mm,1850 mm,1790 mm,,,,1929 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"85,0 x 101,3 mm",,120,,,,,front+rear,"85,0 x 101,3 mm",,,6 speed manual transmission,n.b.,,169 g/km,,"12,1 s",172 km/h,"7,0 l/100km",169 g/km,,"6,4 l/100km",leaf springs,,,torsion bar,,,,2-doors,,,,,
Nissan,Nissan NP300 Navara King Cab,fuel engine,2016,2016,,,"2-doors, pick-up",,,5225 mm,1850 mm,1790 mm,,,,1929 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"85,0 x 101,3 mm",,120,,,,,front+rear,"85,0 x 101,3 mm",,,6 speed manual transmission,n.b.,,169 g/km,,"12,1 s",172 km/h,"7,0 l/100km",169 g/km,,"6,4 l/100km",leaf springs,,,torsion bar,,,,2-doors,,,,,
Noble,Noble M400,fuel engine,2005,2005,,,"2-doors, coupé",,,4089 mm,1885 mm,1143 mm,,,,1160 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"89,0 x 79,5 mm",,313,,,,,rear,"89,0 x 79,5 mm",,,6 speed manual transmission,n.b.,,- g/km,,"3,6 s",296 km/h,- l/100km,- g/km,,- l/100km,coil springs,,,coil springs,,,,2-doors,,,,,
Opel,Opel Corsa-e,electric motor,2019,2019,,,"5-doors, hatchback",,,4060 mm,1765 mm,1435 mm,,,,1455 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,100,,,,,front,,,,traploze automatic,,,0 g/km,,"8,1 s",150 km/h,,0 g/km,,,coil springs,,,coil springs,,,,5-doors,,,330 km,,
Opel,Opel Corsa-e,electric motor,2019,2019,,,"5-doors, hatchback",,,4060 mm,1765 mm,1435 mm,,,,1455 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,100,,,,,front,,,,traploze automatic,,,0 g/km,,"8,1 s",150 km/h,,0 g/km,,,coil springs,,,coil springs,,,,5-doors,,,330 km,,
Opel,Opel Corsa-e,electric motor,2019,2019,,,"5-doors, hatchback",,,4060 mm,1765 mm,1435 mm,,,,1455 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,100,,,,,front,,,,traploze automatic,,,0 g/km,,"8,1 s",150 km/h,,0 g/km,,,coil springs,,,coil springs,,,,5-doors,,,330 km,,
Peugeot,Peugeot e-Expert Combi,electric motor,2020,2020,,,"4-doors, van",,,4606 mm,1920 mm,1895 mm,,,,1946 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,100,,,,,front,,,,traploze automatic,,,- g/km,,- s,- km/h,,- g/km,,,coil springs,,,coil springs,,,,4-doors,,,230 km,,
Peugeot,Peugeot e-Expert Combi,electric motor,2020,2020,,,"4-doors, van",,,4956 mm,1920 mm,1895 mm,,,,1987 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,100,,,,,front,,,,traploze automatic,,,- g/km,,- s,- km/h,,- g/km,,,coil springs,,,coil springs,,,,4-doors,,,230 km,,
Peugeot,Peugeot e-Expert Combi,electric motor,2020,2020,,,"4-doors, van",,,4956 mm,1920 mm,1895 mm,,,,2158 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,100,,,,,front,,,,traploze automatic,,,- g/km,,- s,- km/h,,- g/km,,,coil springs,,,coil springs,,,,4-doors,,,330 km,,
Peugeot,Peugeot e-Expert Combi,electric motor,2020,2020,,,"4-doors, van",,,5308 mm,1920 mm,1895 mm,,,,2002 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,100,,,,,front,,,,traploze automatic,,,- g/km,,- s,- km/h,,- g/km,,,coil springs,,,coil springs,,,,4-doors,,,230 km,,
Peugeot,Peugeot e-Expert Combi,electric motor,2020,2020,,,"4-doors, van",,,5308 mm,1920 mm,1895 mm,,,,2164 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,100,,,,,front,,,,traploze automatic,,,- g/km,,- s,- km/h,,- g/km,,,coil springs,,,coil springs,,,,4-doors,,,330 km,,
PGO,PGO Speedster 2,fuel engine,2005,2005,,,"2-doors, convertible",,,3846 mm,1675 mm,1200 mm,,,,930 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"85,0 x 88,0 mm",,100,,,,,rear,"85,0 x 88,0 mm",,,5 speed manual transmission,n.b.,,- g/km,,"7,0 s",215 km/h,"12,1 l/100km",- g/km,,"8,7 l/100km",coil springs,,,coil springs,,,,2-doors,,,,,
PGO,PGO Speedster 2,fuel engine,2005,2005,,,"2-doors, convertible",,,3846 mm,1675 mm,1200 mm,,,,930 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"85,0 x 88,0 mm",,100,,,,,rear,"85,0 x 88,0 mm",,,5 speed manual transmission,n.b.,,- g/km,,"7,0 s",215 km/h,"12,1 l/100km",- g/km,,"8,7 l/100km",coil springs,,,coil springs,,,,2-doors,,,,,
PGO,PGO Speedster 2,fuel engine,2005,2005,,,"2-doors, convertible",,,3846 mm,1675 mm,1200 mm,,,,930 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"85,0 x 88,0 mm",,100,,,,,rear,"85,0 x 88,0 mm",,,5 speed manual transmission,n.b.,,- g/km,,"7,0 s",215 km/h,"12,1 l/100km",- g/km,,"8,7 l/100km",coil springs,,,coil springs,,,,2-doors,,,,,
PGO,PGO Speedster 2,fuel engine,2005,2005,,,"2-doors, convertible",,,3846 mm,1675 mm,1200 mm,,,,930 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"85,0 x 88,0 mm",,100,,,,,rear,"85,0 x 88,0 mm",,,5 speed manual transmission,n.b.,,- g/km,,"7,0 s",215 km/h,"12,1 l/100km",- g/km,,"8,7 l/100km",coil springs,,,coil springs,,,,2-doors,,,,,
PGO,PGO Speedster 2,fuel engine,2005,2005,,,"2-doors, convertible",,,3846 mm,1675 mm,1200 mm,,,,930 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"85,0 x 88,0 mm",,100,,,,,rear,"85,0 x 88,0 mm",,,5 speed manual transmission,n.b.,,- g/km,,"7,0 s",215 km/h,"12,1 l/100km",- g/km,,"8,7 l/100km",coil springs,,,coil springs,,,,2-doors,,,,,
PGO,PGO Speedster 2,fuel engine,2005,2005,,,"2-doors, convertible",,,3846 mm,1675 mm,1200 mm,,,,930 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"85,0 x 88,0 mm",,100,,,,,rear,"85,0 x 88,0 mm",,,5 speed manual transmission,n.b.,,- g/km,,"7,0 s",215 km/h,"12,1 l/100km",- g/km,,"8,7 l/100km",coil springs,,,coil springs,,,,2-doors,,,,,
Polestar,Polestar 2,electric motor,2020,2020,,,"5-doors, hatchback",,,4606 mm,1891 mm,1477 mm,,,,2098 kg,,,,,,,,,,,,,,,,,,,,electric motor,,,,,,,,300,,,,,front+rear,,,,traploze automatic,,,0 g/km,,"4,7 s",225 km/h,,0 g/km,,,coil springs,,,coil springs,,,,5-doors,,,470 km,,
Pontiac,Pontiac Firebird Coupe,fuel engine,1990,1990,,,"3-doors, coupé",,,4956 mm,1839 mm,1263 mm,,,,1443 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"89,0 x 84,0 mm",,103,,,,,rear,"89,0 x 84,0 mm",,,4 speed automatic,n.b.,,- g/km,,- s,180 km/h,- l/100km,- g/km,,- l/100km,coil springs,,,coil springs,,,,3-doors,,,,,
Pontiac,Pontiac Firebird Coupe,fuel engine,1990,1990,,,"3-doors, coupé",,,4959 mm,1839 mm,1257 mm,,,,1518 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"94,4 x 88,4 mm",,154,,,,,rear,"94,4 x 88,4 mm",,,4 speed automatic,n.b.,,- g/km,,- s,- km/h,- l/100km,- g/km,,- l/100km,coil springs,,,coil springs,,,,3-doors,,,,,
Porsche,Porsche Panamera Sport Turismo,fuel engine,2017,2017,,,"5-doors, station wagon",,,5049 mm,1937 mm,1428 mm,,,,1855 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,n.b.,,243,,,,,front+rear,n.b.,,,8 speed automatic with double clutch,n.b.,,178 g/km,,"5,5 s",259 km/h,"11,3 l/100km",178 g/km,,"10,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Porsche,Porsche Panamera Sport Turismo,plugin hybrid,2017,2017,,,"5-doors, station wagon",,,5049 mm,1937 mm,1428 mm,,,,2165 kg,,,,,,,,,,,,,,,,,,,,plugin hybrid,4,,,,,"84,5 x 86,0 mm",,340,,,,,front+rear,"84,5 x 86,0 mm",,,8 speed automatic with double clutch,n.b.,,64 g/km,,"4,6 s",275 km/h,- l/100km,64 g/km,,"3,3 l/100km",air suspension,,,air suspension,,,,5-doors,,,,,
Porsche,Porsche Panamera Sport Turismo,fuel engine,2017,2017,,,"5-doors, station wagon",,,5049 mm,1937 mm,1428 mm,,,,1890 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,5 x 86,0 mm",,324,,,,,front+rear,"84,5 x 86,0 mm",,,8 speed automatic with double clutch,n.b.,,187 g/km,,"4,4 s",286 km/h,"10,9 l/100km",187 g/km,,"11,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Porsche,Porsche Panamera Sport Turismo,fuel engine,2017,2017,,,"5-doors, station wagon",,,5049 mm,1937 mm,1432 mm,,,,2010 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"86,0 x 86,0 mm",,404,,,,,front+rear,"86,0 x 86,0 mm",,,8 speed automatic with double clutch,n.b.,,215 g/km,,"3,8 s",304 km/h,"14,5 l/100km",215 g/km,,"12,4 l/100km",air suspension,,,air suspension,,,,5-doors,,,,,
Porsche,Porsche Panamera Sport Turismo,fuel engine,2017,2017,,,"5-doors, station wagon",,,5049 mm,1937 mm,1428 mm,,,,2025 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"83,0 x 91,4 mm",,324,,,,,front+rear,"83,0 x 91,4 mm",,,8 speed automatic with double clutch,n.b.,,176 g/km,,"4,5 s",282 km/h,"7,9 l/100km",176 g/km,,"6,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Princess,Princess 2000,fuel engine,1978,1978,,,"4-doors, sedan",,,4455 mm,1730 mm,1409 mm,,,,1145 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"84,45 x 89,0 mm",,68,,,,,front,"84,45 x 89,0 mm",,,4 speed manual transmission,n.b.,,- g/km,,"14,0 s",160 km/h,- l/100km,- g/km,,"9,4 l/100km",hydropneum.,,,hydropneum.,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1405 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"79,7 x 81,1 mm",,110,,,,,front,"79,7 x 81,1 mm",,,7 speed automatic with double clutch,"6,9 l/100km (2)",,130 g/km,,"9,6 s",215 km/h,"7,5 l/100km",130 g/km,,"5,8 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1405 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"79,7 x 81,1 mm",,147,,,,,front,"79,7 x 81,1 mm",,,7 speed automatic with double clutch,n.b.,,130 g/km,,"7,6 s",237 km/h,"7,5 l/100km",130 g/km,,"5,8 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1405 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"79,7 x 81,1 mm",,147,,,,,front,"79,7 x 81,1 mm",,,7 speed automatic with double clutch,n.b.,,130 g/km,,"7,6 s",237 km/h,"7,5 l/100km",130 g/km,,"5,8 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1362 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"76,0 x 80,5 mm",,81,,,,,front,"76,0 x 80,5 mm",,,6 speed manual transmission,"5,0 l/100km (2)",,95 g/km,,"11,9 s",190 km/h,"4,0 l/100km",95 g/km,,"3,6 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1362 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"76,0 x 80,5 mm",,81,,,,,front,"76,0 x 80,5 mm",,,6 speed manual transmission,"5,0 l/100km (2)",,95 g/km,,"11,9 s",190 km/h,"4,0 l/100km",95 g/km,,"3,6 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1386 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"76,0 x 80,5 mm",,81,,,,,front,"76,0 x 80,5 mm",,,6 speed automatic with double clutch,n.b.,,99 g/km,,"11,9 s",190 km/h,"4,1 l/100km",99 g/km,,"3,7 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1362 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"76,0 x 80,5 mm",,81,,,,,front,"76,0 x 80,5 mm",,,6 speed manual transmission,"5,0 l/100km (2)",,96 g/km,,"11,9 s",190 km/h,"4,0 l/100km",96 g/km,,"3,7 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1405 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"76,0 x 80,5 mm",,81,,,,,front,"76,0 x 80,5 mm",,,6 speed automatic with double clutch,n.b.,,99 g/km,,"11,9 s",190 km/h,"4,2 l/100km",99 g/km,,"3,8 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1405 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 79,5 mm",,96,,,,,front,"80,0 x 79,5 mm",,,6 speed manual transmission,n.b.,,102 g/km,,"10,4 s",205 km/h,"4,5 l/100km",102 g/km,,"3,9 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1474 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 79,5 mm",,96,,,,,front,"80,0 x 79,5 mm",,,6 speed automatic with double clutch,n.b.,,115 g/km,,"10,8 s",205 km/h,"4,9 l/100km",115 g/km,,"4,4 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1474 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 79,5 mm",,96,,,,,front,"80,0 x 79,5 mm",,,6 speed automatic with double clutch,n.b.,,115 g/km,,"10,8 s",205 km/h,"4,9 l/100km",115 g/km,,"4,4 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1497 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 79,5 mm",,118,,,,,front,"80,0 x 79,5 mm",,,6 speed automatic with double clutch,"6,1 l/100km (1)",,118 g/km,,"9,4 s",215 km/h,"5,1 l/100km",118 g/km,,"4,5 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1497 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 79,5 mm",,118,,,,,front,"80,0 x 79,5 mm",,,6 speed automatic with double clutch,"6,1 l/100km (1)",,118 g/km,,"9,4 s",215 km/h,"5,1 l/100km",118 g/km,,"4,5 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Renault,Renault Talisman,fuel engine,2016,2016,,,"4-doors, sedan",,,4848 mm,1869 mm,1463 mm,,,,1405 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"79,7 x 81,1 mm",,110,,,,,front,"79,7 x 81,1 mm",,,7 speed automatic with double clutch,"6,9 l/100km (2)",,127 g/km,,"9,6 s",215 km/h,"7,5 l/100km",127 g/km,,"5,6 l/100km",coil springs,,,coil springs,,,,4-doors,,,,,
Rolls-Royce,Rolls-Royce Wraith,fuel engine,2014,2014,,,"2-doors, coupé",,,5269 mm,1947 mm,1507 mm,,,,2335 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"89,0 x 88,3 mm",,465,,,,,rear,"89,0 x 88,3 mm",,,8 speed automatic,n.b.,,327 g/km,,"4,6 s",250 km/h,"21,2 l/100km",327 g/km,,"14,0 l/100km",coil springs,,,coil springs,,,,2-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1435 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 89,3 mm",,88,,,,,front,"80,0 x 89,3 mm",,,5 speed manual transmission,n.b.,,185 g/km,,"12,2 s",188 km/h,"10,6 l/100km",185 g/km,,"7,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1435 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 89,3 mm",,88,,,,,front,"80,0 x 89,3 mm",,,5 speed manual transmission,n.b.,,185 g/km,,"12,2 s",188 km/h,"10,6 l/100km",185 g/km,,"7,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1435 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 89,3 mm",,88,,,,,front,"80,0 x 89,3 mm",,,5 speed automatic,n.b.,,224 g/km,,"14,0 s",182 km/h,"12,6 l/100km",224 g/km,,"9,4 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1435 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 89,3 mm",,88,,,,,front,"80,0 x 89,3 mm",,,5 speed manual transmission,n.b.,,185 g/km,,"12,2 s",188 km/h,"10,6 l/100km",185 g/km,,"7,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1435 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 89,3 mm",,88,,,,,front,"80,0 x 89,3 mm",,,5 speed automatic,n.b.,,224 g/km,,"14,0 s",182 km/h,"12,6 l/100km",224 g/km,,"9,4 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1510 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 66,0 mm",,110,,,,,front,"80,0 x 66,0 mm",,,5 speed manual transmission,n.b.,,228 g/km,,"10,8 s",201 km/h,"13,9 l/100km",228 g/km,,"9,4 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1510 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 66,0 mm",,110,,,,,front,"80,0 x 66,0 mm",,,5 speed automatic,n.b.,,255 g/km,,"12,5 s",198 km/h,"15,1 l/100km",255 g/km,,"10,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1510 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 66,0 mm",,110,,,,,front,"80,0 x 66,0 mm",,,5 speed manual transmission,n.b.,,228 g/km,,"10,8 s",201 km/h,"13,9 l/100km",228 g/km,,"9,4 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1510 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 66,0 mm",,110,,,,,front,"80,0 x 66,0 mm",,,5 speed automatic,n.b.,,255 g/km,,"12,5 s",198 km/h,"15,1 l/100km",255 g/km,,"10,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1510 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 82,8 mm",,130,,,,,front,"80,0 x 82,8 mm",,,5 speed automatic,n.b.,,254 g/km,,"10,2 s",206 km/h,"15,8 l/100km",254 g/km,,"10,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1510 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"80,0 x 82,8 mm",,130,,,,,front,"80,0 x 82,8 mm",,,5 speed automatic,n.b.,,254 g/km,,"10,2 s",206 km/h,"15,8 l/100km",254 g/km,,"10,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1535 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 88,0 mm",,85,,,,,front,"84,0 x 88,0 mm",,,5 speed manual transmission,n.b.,,163 g/km,,"12,3 s",185 km/h,"7,7 l/100km",163 g/km,,"5,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1535 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 88,0 mm",,85,,,,,front,"84,0 x 88,0 mm",,,5 speed manual transmission,n.b.,,163 g/km,,"12,3 s",185 km/h,"7,7 l/100km",163 g/km,,"5,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1535 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 88,0 mm",,85,,,,,front,"84,0 x 88,0 mm",,,5 speed automatic,n.b.,,190 g/km,,"13,8 s",180 km/h,"10,0 l/100km",190 g/km,,"6,9 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1535 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 88,0 mm",,85,,,,,front,"84,0 x 88,0 mm",,,5 speed manual transmission,n.b.,,163 g/km,,"12,3 s",185 km/h,"7,7 l/100km",163 g/km,,"5,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1535 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 88,0 mm",,85,,,,,front,"84,0 x 88,0 mm",,,5 speed automatic,n.b.,,190 g/km,,"13,8 s",180 km/h,"10,0 l/100km",190 g/km,,"6,9 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1535 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 88,0 mm",,85,,,,,front,"84,0 x 88,0 mm",,,5 speed manual transmission,n.b.,,163 g/km,,"12,3 s",185 km/h,"7,7 l/100km",163 g/km,,"5,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Rover,Rover 75 Tourer,fuel engine,2001,2001,,,"5-doors, station wagon",,,4792 mm,1778 mm,1424 mm,,,,1535 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 88,0 mm",,85,,,,,front,"84,0 x 88,0 mm",,,5 speed automatic,n.b.,,190 g/km,,"13,8 s",180 km/h,"10,0 l/100km",190 g/km,,"6,9 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
